tweet_id,clean_tweet,user_id,lat,long,city,country,state,state_code,political_label,label_score,stance
1.3165549718071788e+18,i teach kids charactereducation and sel and this says it all trump makes my job harder this political climate must change in 20 days or our children will be irreparably damaged,630722949.0,39.4862777,-75.02542559999999,Vineland,United States of America,New Jersey,NJ,Education,0.6520753502845764,the author does not express a clear stance on education
1.3165564554960282e+18,trump cites barron trumps coronavirus case in arguing for schools to reopen thehill,3362914971.0,32.701939,-97.1056238,Arlington,United States of America,Texas,TX,Education,0.5091367959976196,the author does not express a clear stance on education
1.3165711926235955e+18,thank you ed for standing up to the trump karen,2975657986.0,40.2253569,-82.6881395,,United States of America,Ohio,OH,Education,0.923279345035553,the author does not express a clear stance on education
1.3165746878503772e+18,trump is it true that dr atlas was educated at the mengele institute in brazil or was it paraguay,1.2316510142367498e+18,36.7014631,-118.7559974,,United States of America,California,CA,Education,0.5568922162055969,the author does not express a clear stance on education
1.316577094009344e+18,trump invoked son barrons positive coronavirus case in push to physically reopen us schools saying the 14yearold was unaffected by virus because of his immune system it happens people have it amp it goes weve got to get them back to school,15966217.0,38.475840600000005,-80.84084150000001,,United States of America,West Virginia,WV,Education,0.4519160985946655,the author does not express a clear stance on education
1.3165949167225285e+18,6 we need to focus on real issues like science education and the general well being of our fellow man rather than the poison that weve willingly injected into our minds through reality television its time for an intervention america makeamericasoberagain biden trump,34693205.0,34.3916641,-118.542586,Santa Clarita,United States of America,California,CA,Education,0.5967178344726562,the author does not express a clear stance on education
1.316624574889427e+18,how a 2ndgrade class sent a science experiment to space wow2ndgraders believe in science and apply it to real life situations dont tell trump bc hell end fedl funding to this school district bullyinchiefduring bullyingpreventionmonth,8.370226429388923e+17,37.53850870000001,-77.43428,Richmond,United States of America,Virginia,VA,Education,0.4048186838626861,the author does not express a clear stance on education
1.3166866453500682e+18,cory booker is an actual rhodes scholar as in he was awarded the rhodes scholarship to study at oxford university hes also a graduate of yale law trumps racism is showing as always,7.391204856071864e+17,40.7127281,-74.0060152,New York,United States of America,New York,NY,Education,0.4860308766365051,the author does not express a clear stance on education
1.3167162793032212e+18,this started and was set up a long time ago when they corrupted the education system and those kids grew up now and vote stupid bidencares debate2020 foxnews cnn realdonaldtrump trumpcovid19 biden trump election2020 vote voteearly election,1.285547247724376e+18,27.7567667,-81.4639835,,United States of America,Florida,FL,Education,0.5678164958953857,the author does not express a clear stance on education
1.3167216181908398e+18,southcarolina 1277 cases of covid among schoolage children amp employees trump people have it and it goes get the kids back to school weve got to get the kids back to school 4 more years of lies votehimout,3346057936.0,33.687438799999995,-80.4363743,,United States of America,South Carolina,SC,Education,0.7126388549804688,the author does not express a clear stance on education
1.3167359089311334e+18,vote trump and lose firstamendment cleanairandwater equalityforall racialjustice freedomofthepress educationforall equalpay votehimout dumptrump enough trumpchaos countryoverparty america,16716142.0,35.7730076,-86.28200809999998,,United States of America,Tennessee,TN,Education,0.4424766898155212,the author does not express a clear stance on education
1.316755996610646e+18,how online disinformation works on you and what you can do about it medialiteracy truthmatters media news propaganda analysis psychology video deepfake deepfakes trump politics opinion essay covid education literacy,22616374.0,40.7127281,-74.0060152,New York,United States of America,New York,NY,Education,0.4755645990371704,the author does not express a clear stance on education
1.3168024558546985e+18,londondailymail trump tells rally get the kids back to school and claims barron 14 had covid19 for like two seconds before testing negative and says it is no excuse for schools to close says melania luckily he is a strong teenager and exhibited no symptoms,58488519.0,34.148398900000004,-118.3961877,Los Angeles,United States of America,California,CA,Education,0.6938022971153259,the author does not express a clear stance on education
1.3168071268876534e+18,i had no choice but to go to ed yesterday had a covid test came back negative i had a uti ihave to go through layers of people to get a red flag off of my chart just to go to a dr appointment meanwhile trump can continue to be a superspreader how does that happen,1.163504525455573e+18,42.3788774,-72.03236600000001,,United States of America,Massachusetts,MA,Education,0.5230124592781067,the author does not express a clear stance on education
1.3168269967233802e+18,individuals who a benefit from fascism economically and socially and b hold positions of power need to be held to public scrutiny and this cannot happen if articles are censored these people are not the victims here bostonuniversity trump nazis in academia,1.2939365272114545e+18,42.3602534,-71.0582912,Boston,United States of America,Massachusetts,MA,Education,0.4360355138778686,the author does not express a clear stance on education
1.316832860192469e+18,ive been checking twitter like crazy for this thing edm dj bass biden trump,594014851.0,36.7014631,-118.7559974,,United States of America,California,CA,Education,0.4026761353015899,the author does not express a clear stance on education
1.316847557570691e+18,get the kids back to school trump uses sons covid19 diagnosis to push for reopening via,298728900.0,27.7567667,-81.4639835,,United States of America,Florida,FL,Education,0.7019798755645752,the author does not express a clear stance on education
1.3168477983698698e+18,ex asesor de fe de obama rechaza afirmacin de eric trump noticiascristianas fe obama trump politica eleccioneseneeuu,14519812.0,29.7589382,-95.3676974,Houston,United States of America,Texas,TX,Education,0.4591115415096283,the author does not express a clear stance on education
