tweet_id,clean_tweet,user_id,lat,long,city,country,state,state_code,political_label,label_score,stance
1.317112365742162e+18,oh this may shock you but the trump administration did not initiate the funding of sba loans why do you keep thanking the for delivering things that every is expected to deliver and ignore his constitutional abuses,17620304.0,35.7803977,-78.63909890000001,Raleigh,United States of America,North Carolina,NC,Student Loans,0.8364854454994202,Weakly Supports
1.3171703838885233e+18,trump is how much in debt,37153502.0,25.7741728,-80.19362,Miami,United States of America,Florida,FL,Student Loans,0.4715240895748138,Weakly Supports
1.3174503213170975e+18,trumps plan would lead to a bifurcated market that would block firsttime amp lowincome borrowers many are poc from lowercost conventional loans borrowers who cannot afford 20 down payment with lessthanpristine credit scores would be dumped into moreexpensive fha loans,371552020.0,47.2868352,-120.2126139,,United States of America,Washington,WA,Student Loans,0.40394127368927,Weakly Opposes
1.317532372510765e+18,trump more than 1 billion in debt,9.181861456026828e+17,36.7014631,-118.7559974,,United States of America,California,CA,Student Loans,0.4037977457046509,Weakly Supports
1.3175325687118807e+18,trump more than 1 billion in debt,9.181861456026828e+17,36.7014631,-118.7559974,,United States of America,California,CA,Student Loans,0.4037967622280121,Weakly Supports
1.3175326726425436e+18,trump more than 1 billion in debt,9.181861456026828e+17,36.7014631,-118.7559974,,United States of America,California,CA,Student Loans,0.4037970304489136,Weakly Supports
1.3178100737213153e+18,where is the message of how this president will serve the american people the next 4 years other than a series of one liner promises that have zero policy backing what are trumps plans student debt climate change covid recovery foreign policy trade healthcare vote,799426280.0,35.6729639,-79.03929190000001,,United States of America,North Carolina,NC,Student Loans,0.5968338847160339,Weakly Supports
1.3179094500832256e+18,where again is the 400 million due and who is the loaner or loaners trump money business international spending developer realestate,505322398.0,35.4729886,-97.5170536,Oklahoma City,United States of America,Oklahoma,OK,Student Loans,0.4020297825336456,Weakly Opposes
1.3181849053864796e+18,trump will have 900 million of loans coming due in his second term if hes reelected the president would likely have to engage in a series of highstakes transactions that could produce unfathomable conflicts of interest trump,1.2520367501066609e+18,41.701064200000005,-71.15463670000001,Fall River,United States of America,Massachusetts,MA,Student Loans,0.5540761351585388,Weakly Supports
1.3181850882537677e+18,15 days to votebluenomatterwho trump vetoed a student loan forgiveness bill 100reasonstovoteforjoeandkamala bidenharris2020 ridenwithbiden,6895472.0,45.4871723,-122.80378,Beaverton,United States of America,Oregon,OR,Student Loans,0.7212148308753967,Weakly Opposes
1.3182177214783035e+18,in november 2022 a couple of months later the loan against 1290 avenue of the americas is set to mature trumps indirect share of that loan which amounts to 285 million appears to be the single largest liability in the trumps portfolio,1956754434.0,25.9812025,-80.148379,,United States of America,Florida,FL,Student Loans,0.4926514625549316,Weakly Supports
1.3182884293068145e+18,that isnt how loans work loans dont come due you make payments libfails econ101 factcheck cantfixstupid trump,3225385757.0,39.5162234,-76.9382069,,United States of America,Maryland,MD,Student Loans,0.4088079035282135,Weakly Opposes
1.318582751977644e+18,hes 1 billion in debt trump,19324437.0,34.0536909,-118.242766,Los Angeles,United States of America,California,CA,Student Loans,0.441461980342865,Weakly Opposes
1.318659717225472e+18,may 2017 firstperson essays amp interviews with unique perspectives on complicated issues took 190 of my hardearned money i was a student at the nowinfamous trumpuniversity amp trump conned me amp thousands of other people like me,216270430.0,39.100105,-94.5781416,Kansas City,United States of America,Missouri,MO,Student Loans,0.5041911602020264,Weakly Supports
1.318814148445102e+18,trump said a lot of inappropriate things but he is not for selling our country to israel china or the richest selfish corporations that currently own the dnc i partly got my job 2 yrs ago from him amp my loans deferred i dont expect you to buy that but just saying,1.2999266637786317e+18,31.999839,-102.0772677,Midland,United States of America,Texas,TX,Student Loans,0.4504004120826721,Weakly Supports
1.3193035369712927e+18,2x tell me again how the trump admini is tough on china trumpchinabankaccount mitchmcconnell chao ivanka trademarks after trump is potus this latest is very concerning but devos is more focused on studentloans why is that,7.587473297677148e+17,41.875561600000005,-87.6244212,Chicago,United States of America,Illinois,IL,Student Loans,0.904080867767334,Weakly Supports
1.3196146764902154e+18,19th amp 22nd sba offering loan forgiveness for p loans amp takeaways from bidentrump debate sba loanforgiveness ppe smallbusiness presidentialdebate2020 biden trump,1.1142522027706164e+18,33.749098700000005,-84.39018490000001,Atlanta,United States of America,Georgia,GA,Student Loans,0.6920194625854492,Neutral
1.3196161626327327e+18,who hold 900 million dollars of trump debt now,7.813586803567616e+17,44.9772995,-93.2654692,Minneapolis,United States of America,Minnesota,MN,Student Loans,0.4205091893672943,Weakly Supports
1.319695524870738e+18,19th amp 22nd sba offering loan forgiveness for p loans amp takeaways from bidentrump debate sba p ppe sba smallbusinessadministration loans presidentialdebate2020 biden trump,1.1142522027706164e+18,33.749098700000005,-84.39018490000001,Atlanta,United States of America,Georgia,GA,Student Loans,0.4310809671878814,Strongly Supports
1.3196993497571e+18,40 million its like he took he out student loans for trump university like 200 times,16932271.0,42.3788774,-72.03236600000001,,United States of America,Massachusetts,MA,Student Loans,0.6394633650779724,Weakly Supports
1.319763113030357e+18,19th amp 22nd sba offering loan forgiveness for p loans amp takeaways from bidentrump debate p ppe loans sba smallbusiness loanforgiveness biden trump presidentialdebate2020,1.1142522027706164e+18,33.749098700000005,-84.39018490000001,Atlanta,United States of America,Georgia,GA,Student Loans,0.5882473587989807,Strongly Supports
1.321158165396935e+18,many overtheirhead in debt regardless of race are 1st generation college students who end up in forprofitcolleges and scam career schoolswhich trump amp devos support studentloandebt,3149133964.0,40.2253569,-82.6881395,,United States of America,Ohio,OH,Student Loans,0.4773476719856262,Strongly Supports
1.3211738146261033e+18,if donaldtrump wants millenials to vote him into office he has to immediately implement at least partial student loan forgiveness,883563536.0,40.7127281,-74.0060152,New York,United States of America,New York,NY,Student Loans,0.7415647506713867,Weakly Supports
1.3212275942437356e+18,trump loans or,17100498.0,40.0757384,-74.4041622,,United States of America,New Jersey,NJ,Student Loans,0.4872413873672485,Weakly Opposes
1.3214779302754796e+18,10017 student loans forgiven deutsche bank forgave trump 28700 in loans thats equal to 10017 student loans forgiven for young americans 2017 avg student loan debt was 28650 highest state ct 38510 and lowest ut at 18838 trumploan,101343816.0,35.6729639,-79.03929190000001,,United States of America,North Carolina,NC,Student Loans,0.9240054488182068,Strongly Supports
1.3215179099198917e+18,sounds typical of a corruptgop business ask trump amp then theres bernie amp jane with the vermont college bank loan fraud will any of them ever be prosecuted for these crimes,1869575251.0,38.7604815,-92.5617875,,United States of America,Missouri,MO,Student Loans,0.7763847708702087,Weakly Supports
